id,author_id,text,conversation_id,in_reply_to_user_id,sender_location,receiver_location
1639695924120240132,173153723,"@franssnel1 @miraroodgroen Uiteraard horen driejarigen niet in het theater. Man, man wat een een verknipt idee. Ik sta toch wel elke keer versteld van wat mensen ""dit moet kunnen"" vinden.",1639586990097088512,452089910,"[4.7449734, 52.556324, 4.9271883, 52.6460663]","[4.7084296, 52.5920255, 4.8006894, 52.682589]"
1639695160761020416,314716624,@TjardatenHave @MarkvanDam16 Geloof ik direct! Het is TTT weer 🙈,1639675922260344832,2510517301,"[6.5483483, 53.1059566, 6.6948093, 53.1966245]","[6.5483483, 53.1059566, 6.6948093, 53.1966245]"
1639693786132496389,236102489,@MvanDusseldorp En met onze technische universiteiten denk ik dat Nederland een keyplayer zou kunnen zijn. \n\nZolang we maar blijven denken in mogelijkheden ipv in onmogelijkheden.,1639668576226357250,209064087,"[4.658036, 51.4767179, 4.8716632, 51.6431374]","[4.5505577, 52.2144875, 4.8191001, 52.3863713]"
1639689890337112064,209064087,@C_Weterings Ik geloof sterk dat innovatie het verschil gaat maken. Het zal iets meer tijd vergen dan de ontwikkelingen in de auto-industrie. 50 zitter elektrische vliegtuigen zie ik als zeer kansrijk; high frequency tussen Schiphol en London/Parijs/Frankfurt…,1639668576226357250,236102489,"[4.5505577, 52.2144875, 4.8191001, 52.3863713]","[4.3625411, 51.6066778, 4.7099425, 51.7190403]"
1639684882401034240,40002915,@ArjanZevenaar Mijn leven is al 5 jaar een gekkenhuis en eigenlijk zou ik ook een moment van reflectie moeten pakken. Maar heb teveel verplichtingen,1639538084197875714,314121660,"[4.4391012, 52.1188805, 4.5242856, 52.1846062]","[6.0019402, 51.8923813, 6.1683447, 52.0149972]"
1639684202747625473,27975439,@itsAssie Ik stuur je warmte en vuur! 🔥,1639640054992699393,152997207,"[5.5357562, 53.2254496, 5.7493912, 53.3769289]","[5.0559841, 52.3023152, 5.3792667, 52.5920368]"
1639680944553570304,3227914005,"@watdoejepippi Ja, ze zijn 89 en 90 jaar. \nZelf ben ik 64 en het is bijzonder dat we elkaar nog hebben.",1639382552929800192,72256899,"[5.7270313, 52.0732616, 6.0785368, 52.2855541]","[6.4841025, 52.932824, 6.6326249, 53.0619896]"
1639676520032509952,236102489,@MvanDusseldorp Geen idee of KLM hier iets mee te maken heeft maar dit vind ik een goede stap. \n\nhttps://t.co/10E79xDUxC,1639668576226357250,209064087,"[4.658036, 51.4767179, 4.8716632, 51.6431374]","[4.5505577, 52.2144875, 4.8191001, 52.3863713]"
1639673157668806659,14947078,@Markec Straks Maanlicht? Ik ga nu naar Herman Van Veen in Antwerpen maar zak daarna allicht nog even door in Mechelen.,1639663968628228096,8304372,"[4.3703283, 50.9911878, 4.5487362, 51.0785736]","[4.3703283, 50.9911878, 4.5487362, 51.0785736]"
1639671924509876227,20725635,@timmrooijakkers @AmerongenFrank Ik ben het met je eens dat dat veel is. Vooral als je bedenkt dat het leeuwendeel daarvan op de vlucht is. Maar als je dat om zou slaan naar gemeenten(en iedereen zou zn fair share nemen) dan betekent dat bv in onze gemeente nog geen 2 mensen per week.,1639635349994455045,259303399,"[3.2976616, 50.750449, 7.2275448, 53.5757042]","[5.1524686, 51.8040064, 5.4152957, 51.8633833]"
1639667754075582467,707642810,@CarolinePlas Ik meende jullie al te zien lopen.......☺️ https://t.co/NWXpBevUyt,1639640009115402240,370937489,"[5.8701703, 53.0708104, 6.1857476, 53.1593899]","[4.3596667, 52.1555681, 4.466603, 52.2259666]"
1639661833370980355,78105922,@phil1ppa Collector’s item toch! Maar ik wil er niet aan denken hoe het is om langs die mannen heen te moeten om een drankje te bestellen,1639621363940950016,30213954,"[4.9702867, 52.0262429, 5.1952468, 52.142137]","[5.3067086, 52.108447, 5.4843168, 52.2191943]"
1639652773745549314,1148335923140149249,"@antonharfst Ja goeie, pas ik aan. \n\nHet documentje bewaar ik want ik wed dat zulke vragen vaker gaan komen.",1639221768912076800,92925100,"[5.7284797, 51.7519849, 5.8937289, 51.8102108]","[3.9242823, 51.2410539, 4.2360595, 51.4220031]"
1639648035327156227,1241351882746052614,"@zeg_eens_aad Dat is jammer zeg, ik had Jandino zó hoog zitten.",1639627348281532416,96320096,"[5.7298822, 53.0457272, 5.9496796, 53.2433434]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1639647569826439169,874295298385903617,@Macamaatje @SeWTFstiaanZoet Hier ook standaard op tafel!!\nIk knoei  nogal veel….,1639644560589574147,53981334,"[4.2127417, 51.9053618, 4.2924411, 51.9478097]","[-1.4757081, 37.5173758, -1.2082183, 37.7238921]"
1639631950406189056,279527444,"@Nadenksels Bij mij mogen ze hooguit 1 minuut (met timer op het bord) blazen en dan wil ik ze niet meer zien. \nKauwgom in traktaties snap ik ook nooit. Of fluitlolly's, ook die zijn bij mij voor thuis.",1639345687249780736,798217969,"[3.7181568, 51.6437527, 4.419941, 51.8591174]","[6.8597134, 52.2820938, 6.950388, 52.3333699]"
1639625886663168000,1080422905094291456,@schrijftijgerin Ik geloof ook nooit dat dat compensatiegeld echt gebruikt wordt voor compensatie van de CO2; jij wel?,1639364657860182019,841849674,"[5.8407129, 52.25586, 6.094871, 52.398405]","[5.6464141, 51.8702858, 5.8981959, 51.9736036]"
1639613681586655232,357114085,"@PSVSupp_Nijkerk @ADSportwereld @m_wijffelsAD Psv doe ik nog voor de treinreis en het slappe gelul op vak R, maar het voetbal is een hinderlijke onderbreking geworden.  Ken psv supporters die alleen nog naar Stratum gaan en het stadion niet halen.",1639607900095012869,3038973105,"[4.4744202, 52.3138653, 4.5917992, 52.4056283]","[5.3935168, 52.1653944, 5.634783, 52.2639117]"
1639613268808421376,357114085,"@PSVSupp_Nijkerk @ADSportwereld @m_wijffelsAD Ik zeg ook dat ik een voetbal burnout heb. De lol is er vanaf,  op alles niveaus!",1639607900095012869,3038973105,"[4.4744202, 52.3138653, 4.5917992, 52.4056283]","[5.3935168, 52.1653944, 5.634783, 52.2639117]"
1639603415683588096,52514810,"@JurgenGoesaert Ik snap wél wat ze bedoelt.\nOf, ik snap het óók, maar heb het fatsoen om er niet iets anders van te maken.",1639553342744539137,860305170,"[3.361064, 50.9190779, 3.4614166, 50.9817529]","[3.7470287, 50.8100577, 3.8667975, 50.9183381]"
1639597396270227458,1635231487153827842,@ArjanZevenaar Ik kan het je zeer aanbevelen. Ga een paar dagen dat alles tot stilte komt. Daar merk je het verschil tussen stilte een leegte,1639538084197875714,314121660,"[4.5464935, 51.9334832, 4.6887303, 52.065568]","[6.0019402, 51.8923813, 6.1683447, 52.0149972]"
1639592458752327680,1139788099,@Fredericotje Met olifantjes? Zien we elkaar vast als ik een rondje kermis doe!,1639331336056864776,106277217,"[6.1448474, 51.9228141, 6.4160514, 51.9941657]","[4.1903465, 52.0148713, 4.4224441, 52.1388646]"
1639585298702016516,3227914005,"@geelen_van Graag. \nEn ja, ik ben voorzichtig. Ik durf zelf niet op het bovenste platform te gaan staan.",1639382552929800192,2158305833,"[5.7270313, 52.0732616, 6.0785368, 52.2855541]","[4.5464935, 51.9334832, 4.6887303, 52.065568]"
1639580224051466240,24176771,@tarakiekt @JoeJoe___B @B4rry4ll3n @kawatimp Hij heeft Joey ook geblokkeerd. \n\nHij snapt echt niet hoe de wereld werkt hoor. Als ik iets schrijf over 10 mensen die wel of niet bestaan dan is het blijkbaar een betrouwbare bron. \n\nDeze is echt op z’n achterhoofd geflikkerd. Sneu.,1636073722611154951,1130569539715031040,"[6.8263158, 52.6327357, 7.0926136, 52.8729716]","[5.7951835, 52.6413712, 6.201717, 52.8542659]"
1639578353907761152,314121660,"@samelfvering @EdeGroenLinks @ChristenUnieEde Windmolens leveren te weinig op, alleen maar leuk voor de investeerders die er aan verdienen. Slagschaduw en horizonvervuiling door die dingen. Ik zeg over op #kernenergie",1639577281118044160,203088227,"[6.0895876, 51.8676744, 6.3321569, 51.9805988]","[5.5466377, 51.990908, 5.9513886, 52.1522634]"
1639574886757679105,106277217,@wegwijskinderco Hee daar sta ik ook,1639331336056864776,1139788099,"[4.1903465, 52.0148713, 4.4224441, 52.1388646]","[6.1448474, 51.9228141, 6.4160514, 51.9941657]"
1639574564605755398,48298445,@bjwesterink Ik wens jij de allermooiste avond van het jaar toe mijn beste. Balen dat ik geen kaarten heb 😎,1639553454027751427,95442492,"[6.0033058, 52.4404911, 6.2105671, 52.5879383]","[5.8402698, 52.3913771, 6.0372773, 52.5219425]"
1639569605541724161,617242778,@InesKostic Zeker. Merk dat alle bewustzijn schuift. \n\nRealiseerde me op een bepaald moment dat ‘hoe biologisch ook’ ik kippen laat fokken als voer voor m’n hond. Maar als ik ook van kippen houd…\n\nDie hond is nu bijna helemaal om naar vegetarisch. Katten kan niet. \n\nhttps://t.co/vApO2GAOeP,1639567460255821824,3224576045,"[4.9702867, 52.0262429, 5.1952468, 52.142137]","[4.1903465, 52.0148713, 4.4224441, 52.1388646]"
1639564503590240256,434966400,"@Heerlijkheyd Gelukkig heb ik geen hoogtevrees.  Maar het is allemaal goed beveiligd, dus je hoeft niet bang te zijn!",1639553946569113600,1090314854,"[6.9344234, 52.2208095, 7.0726796, 52.3798298]","[2.6524606, 46.0508445, 2.7332965, 46.1049888]"
1639564100840615936,22773865,@estherroddav Als ik alleen was geweest was ik allang weer weggeweest. Verhuizen naar het buitenland ben ik gewend. Hij niet ☹️.,1639354722178981910,287309505,"[4.5534367, 51.8009548, 4.6715661, 51.8472168]","[-3.9123882, 36.7375178, -3.7656882, 36.8418252]"
1639557762848899073,38998404,"@DjeeDeeBee Goedemorgen mijnheer Geert, waarom zou ik klachten hebben. Ik heb het goed.",1639513953184145408,548238536,"[3.2976616, 50.750449, 7.2275448, 53.5757042]","[4.4799616, 51.1296166, 4.5651796, 51.1905121]"
1639557194428436483,2922904967,"@JoostVF @Bart_DeWever Gematigde islam, zou dat wel bestaan, ik denk het niet.",1639541826909528066,55838488,"[5.3519701, 50.807727, 5.4501806, 50.8836097]","[4.3703283, 50.9911878, 4.5487362, 51.0785736]"
1639557189487525888,38998404,"@DjeeDeeBee Nederland was rete slecht, belabberd, niet om aan te zien.....ik heb geen klachten.",1639513953184145408,548238536,"[5.5122792, 52.3641441, 5.8644966, 52.6629813]","[4.4799616, 51.1296166, 4.5651796, 51.1905121]"
1639552223204999168,217578042,"@Vincentgdevlugt Ik vind het, samen met de 245 Estate een fantastische tijdloos ontwerp. De mooiste Estates ooit gebouwd.",1639001926103715864,40002915,"[5.8407129, 52.25586, 6.094871, 52.398405]","[4.4391012, 52.1188805, 4.5242856, 52.1846062]"
1639540013925822464,1556330977,@In9rid @artbydaan Yes 🙌. Goed onthouden. Ik ga morgen weer een dag de zeemeermin uithangen 🧜‍♀️😉.,1639508299765743616,903300500208189440,"[3.9568317, 51.8419288, 4.1600713, 51.9362261]","[4.5993661, 52.3388496, 4.6866562, 52.4287298]"
1639539138851491840,288700950,@bezem1steel Ik vind hem stoer.,1639530010062233601,143788349,"[4.46196244045152, 51.9246845523114, 4.47655743618861, 51.9308971936358]","[4.6750992, 51.9056092, 4.8323339, 51.9841161]"
1639536891677532161,1148335923140149249,@LettyvdGeest Was ik even precies op tijd 👌🏻😂,1639221768912076800,132495044,"[5.7284797, 51.7519849, 5.8937289, 51.8102108]","[5.1021407, 52.1776298, 5.2189665, 52.2856484]"
1639535768258445319,277353533,@RonnieAmsterdam Van Barendrecht naar Leiden kan ik ook maar 2x per uur.,1639187542057549825,279931495,"[4.2675449, 51.8941083, 4.3704795, 51.9514684]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
1639535107936591872,1524274672321318914,@moonaaa 🙃🙃zal niet zo.n vaart lopen denk ik,1639529034533961729,26709900,"[6.0848368, 52.9062575, 6.4276246, 53.0752735]","[5.15339884536616, 52.2902951606432, 5.17106939214035, 52.3034381665312]"
1639530201540378624,9292332,@Udokelderman @HestervdGrift @Vincentgdevlugt Daar wil ik niet dood in gevonden worden :-),1639001926103715864,22965706,"[5.8030692, 51.9330593, 5.9902593, 52.0778021]","[36.6645733, -1.3890532, 37.0626672, -1.1606735]"
1639519038157074432,1486061,@tyno Ik ben echt heel positief. De magie van film met uiteindelijk een mooie les. Probeer hem thuis nog eens met chips en prik op de bank.,1639380678998368259,963111,"[4.5902274, 52.322243, 4.641186, 52.3633351]","[5.1021407, 52.1776298, 5.2189665, 52.2856484]"
1639513172204765184,963111,"@RobertLagendijk Dat van die Oscars vind jij (oke, én de Academy). Maar ‘verhalen waar je bij moet blijven’... Er was toen ik wegging na vijf kwartier nog geen verhaal écht tot enige wasdom gekomen. Vond ik.",1639380678998368259,1486061,"[5.1021407, 52.1776298, 5.2189665, 52.2856484]","[4.5902274, 52.322243, 4.641186, 52.3633351]"
1639512921813204993,355568295,"@marian070249 Goedemorgen Marian! Ik hoop dat het weerbericht niet klopt voor jullie en dat het gaat meevallen, fijne zaterdag!\n❤️🍀☔️🌬️💨🌧️",1639511494361505792,784680632232321024,"[9.4857783, 42.3858652, 9.5383018, 42.41631]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
1639510790339190786,38998404,"@Rolien1966 Een keer meegemaakt. Ik wandeling, manlief nog slapen....niets gehoord. Ik met bebloede hand, gekneusde knieën naar huis: uh? Wat is er gebeurd?🙈🤣🥳",1639355073548410892,30068842,"[5.5122792, 52.3641441, 5.8644966, 52.6629813]","[6.3598585, 52.7355989, 6.7285162, 53.0054287]"
1639508598341468160,27975439,"@LiesbethvBerkel Ja ik denk dat je daar wel gelijk in hebt, dat het het makkelijker maakt en je vaak toch sneller gaat. Maar je hebt het gelukkig wel gehad. Soms zie ik ertegen op maar ben achteraf bijna altijd blij dat ik ben gegaan. En soms laat ik dingen gaan net als jij en dat is ook goed. 😘",1639382265544187904,444762893,"[5.5357562, 53.2254496, 5.7493912, 53.3769289]","[5.9280578, 52.9642616, 6.3322377, 53.1292324]"
1639419498221518849,170782056,@EzZijlstra Esther! Ik zou het verbieden!,1639382552929800192,3227914005,"[4.3202114, 51.9663664, 4.407964, 52.032543]","[5.7270313, 52.0732616, 6.0785368, 52.2855541]"
1639404463122178051,822551417126785024,@eventjes Gaat dit jaar niet gebeuren ben ik bang 🤦🏼,1639334240339755009,149047601,"[4.1155933, 51.9413602, 4.3098679, 52.0677645]","[4.1903465, 52.0148713, 4.4224441, 52.1388646]"
1639399314618216448,1148335923140149249,"@caatjekip72 @fruitpipcindy En zo heb ik alles bij KPN. Dat moet hier bijna wel omdat T-Mobile mobiel hier amper dekking heeft. \nInternet, tv en mobiel dus. Bevalt heel goed.",1639243829474910214,1339045453,"[5.7284797, 51.7519849, 5.8937289, 51.8102108]","[5.3067086, 52.108447, 5.4843168, 52.2191943]"
1639394716939698176,27975439,"@LiesbethvBerkel Oh ik heb helemaal geen energie maar dit is wat mensen doen toch? Leven…. natuur, cultuur….. Dat doe jij toch ook misschien iets minder nu dan vroeger?",1639382265544187904,444762893,"[5.9280578, 52.9642616, 6.3322377, 53.1292324]","[5.9280578, 52.9642616, 6.3322377, 53.1292324]"
1639391454962364419,444762893,"@trijn73 Ik ben iedere keer vol verbazing en bewondering voor jullie energie!\nEen weekend niks is vast heerlijk, lekker thuis!",1639382265544187904,27975439,"[5.9280578, 52.9642616, 6.3322377, 53.1292324]","[5.5357562, 53.2254496, 5.7493912, 53.3769289]"
1639387621846659073,149047601,"@TTDH070 Ja, zeg dat wel. We krijgen eerst nog regen, daarna wordt het nog echt koud, maar dan gaat het hopelijk de goede kant op. \nIk heb wel eens eind maart al in de tuin kunnen eten, maar nu?",1639334240339755009,822551417126785024,"[4.1903465, 52.0148713, 4.4224441, 52.1388646]","[4.1155933, 51.9413602, 4.3098679, 52.0677645]"
1639384446011953152,103817934,@MinaMorkoc @MichaelKlos Jij en ik zijn zojuist gezakt voor goederenrecht.,1639330931784679430,949790404458831872,"[4.7288999, 52.2782266, 5.0792072, 52.4312289]","[16.18218, 48.117666, 16.577511, 48.322574]"
1639383039322083328,38998404,"@DjeeDeeBee @ninipralini Ok, laat maar weten wanneer ik moet optreden.",1639381624943935489,548238536,"[5.5122792, 52.3641441, 5.8644966, 52.6629813]","[4.4799616, 51.1296166, 4.5651796, 51.1905121]"
1639362684297568257,110807897,@marialena1st Zo zonde weer..en elkaar nog even de maat nemen ook! Spelen allemaal als een natte krant. Ik sla wel even een weekje voetbal over!,1639359550326202378,59205839,"[4.549262, 51.8387077, 4.6474958, 51.9030061]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
1639359885727916038,17998533,@c_ramont Ja ik bereid mij voor op wat drama tussen Jonas en Ruben en ik hoop op liefde tussen Ada &amp; Sami 😍😍😍,1639346268785737728,398463297,"[3.4135449, 50.9473055, 3.6108612, 51.0303187]","[3.5797639, 50.9795312, 3.8493597, 51.1879607]"
1639359744816078854,323155536,@marialena1st Ik haak ook af,1639359550326202378,59205839,"[4.9217343, 51.8186834, 5.031801, 51.8635658]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
1639359682656493580,19015806,@zeg_eens_aad Ik geloof je. Ik heb oprecht een pesthekel aan alternatieve circuit. Maar we hebben toen uit wanhoop een afspraak geboekt en met 2-3 afspraken was er voor ons een sterke verbetering merkbaar. Het zal misschien toeval geweest zijn maar ik kan het niet ontkennen.,1639287197546295296,96320096,"[4.6748243, 52.4165236, 4.862646, 52.520406]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1639359049723437063,96320096,@Jeroen__ Toevallig iemand die ik ken ook huilbaby naar osteopaat gestuurd. Nul resultaat en 300 ballen lichter,1639287197546295296,19015806,"[4.7288999, 52.2782266, 5.0792072, 52.4312289]","[4.9720029, 52.6644503, 5.3130346, 52.9168661]"
1639349477977776132,17998533,@c_ramont Zie maar dat ze hier niet meelezen 😉\n\nRaad eens naar wat ik aan het kijken ben 😍 https://t.co/KVX3Lae34n,1639346268785737728,398463297,"[3.4135449, 50.9473055, 3.6108612, 51.0303187]","[3.5797639, 50.9795312, 3.8493597, 51.1879607]"
1639340158716608528,17998533,@Pieter5 @cdenv Ik ben er ten vroegste om 11u,1639337467546304539,45801834,"[3.4135449, 50.9473055, 3.6108612, 51.0303187]","[3.0806495, 50.7556073, 3.219106, 50.8321725]"
1644748887951826948,324253579,@ingevanwolferen @delibrije In dat geval is mijn antwoord.... nee. \nMaar dat komt vooral omdat ik t niet heb.,1644687598978252800,228155039,"[4.9702867, 52.0262429, 5.1952468, 52.142137]","[5.9858554, 51.8371378, 6.0633341, 51.8819431]"
1644745403860938761,940899377543110656,"@wardmarkey @Ikhounietvanvis Kom es langs he, je krijgt carte blanche en ik een vriendenprijsje 👌",1644726752470618114,1032894392,"[5.2121062, 50.8677279, 5.4145591, 50.9815265]","[2.9588621, 50.9160108, 3.0884673, 50.9993029]"
1644740413557710850,1014869557,@ingevanwolferen @delibrije Ik zou geen 840 euro besteden aan 1 geweldig etentje voor ons 2. Met dat geld kan je zoveel meer/vaker heel lekker eten\n.,1644687598978252800,228155039,"[4.7586443, 52.706831, 5.2155912, 53.0464328]","[5.9858554, 51.8371378, 6.0633341, 51.8819431]"
1644732027436933128,495914854,@MrsSandvrouw Ik ben het helemaal met je eens!!!,1644682823343677441,707643871379988480,"[6.7559955, 52.1611799, 6.981174, 52.2855112]","[6.8263158, 52.6327357, 7.0926136, 52.8729716]"
1644727251567607808,14264386,@erwblo 🤷🏼‍♂️\n\nHou ik me totaal niet mee bezig,1644701882793828352,713333,"[5.7298822, 53.0457272, 5.9496796, 53.2433434]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1644727053567115265,713333,@remkusdevries Ik weet niet of het aantal klompendragers af of toeneemt?,1644701882793828352,14264386,"[4.7288999, 52.2782266, 5.0792072, 52.4312289]","[5.7298822, 53.0457272, 5.9496796, 53.2433434]"
1644717762676248576,4912852943,@MinaMorkoc @NS_online ik ga dit echt doen hoor mina,1644664767598952449,949790404458831872,"[4.6695655, 52.2164688, 4.8240607, 52.3057861]","[16.18218, 48.117666, 16.577511, 48.322574]"
1644713191480360962,279931495,@BeelenMartin @PBarlingen @miktol1234 @NS_online @mijvoorbeterov Hmm... oké. Ik wil gewoon van A naar B. En ik weet dat de pendelbussen drama zijn.😓,1644049793860132864,1207511965,"[4.3507565, 51.8966225, 4.4176188, 51.963469]","[4.1903465, 52.0148713, 4.4224441, 52.1388646]"
1644712378087481349,14264386,@erwblo Ik ook. En dat geluid hoort er gewoon bij. Ook in mijn stadstuin.,1644701882793828352,713333,"[5.7298822, 53.0457272, 5.9496796, 53.2433434]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1644712226438230025,1207511965,@RonnieAmsterdam @PBarlingen @miktol1234 @NS_online @mijvoorbeterov Ik heb dit ook vanaf de reisplanner . Tis net hoe je je instellingen heb staan.,1644049793860132864,279931495,"[4.1903465, 52.0148713, 4.4224441, 52.1388646]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
1644698658477076481,707643871379988480,"@miekwik Ik ook. De eerste keer ruim 35 jr. geleden. Het is ook een hele gezellige plek, Ootmarsum.🥰",1644682823343677441,495914854,"[6.8263158, 52.6327357, 7.0926136, 52.8729716]","[6.7559955, 52.1611799, 6.981174, 52.2855112]"
1644682152141832196,789419773591445504,@foppeweijer Dat wist ik al wel. Net zo zot als die Hollandse tourijerrs eh tourlijers...,1644613089952669697,437298427,"[4.9882957, 51.710874, 5.1428692, 51.7877269]","[3.8255102, 47.163175, 3.8964746, 47.2262717]"
1644680877312491521,239401985,"@WIL_OVERMAN 11 personen vind ik prima te doen. Mijn dochter kookt ook graag, dat scheelt.\nGezellig met zo'n grote groep met kerst.\nFijne dagen Wil",1644586680005844993,154600327,"[6.3052488, 52.9855531, 6.5400155, 53.2038235]","[5.137385, 52.2557636, 5.2012567, 52.2849967]"
1644674233384026112,346758169,"@groot_martijn Hahaha, queen van de piste! Née hoor, dat laat ik graag aan andere dames over.\nMaar ik had dus vanmorgen wel hetzelfde idee als jij en ik mag vanavond even bij @SachaVanDijk komen shoppen! \nDan hoef ik morgen weer wat minder lang in zo’n winkel te staan. \nIk haaat winkelen.🤮🤢 https://t.co/vBTZInmppz",1644614214126915585,428001319,"[4.9479152, 51.5294472, 5.1793323, 51.640588]","[4.3837552, 51.3524501, 4.5355353, 51.4538843]"
1644672344789491712,397126908,@DjeeDeeBee Wij kopen ons moppen in dezelfde winkel lees ik.,1644413767827038231,548238536,"[4.6923685, 51.1495606, 4.7929603, 51.2165749]","[4.4799616, 51.1296166, 4.5651796, 51.1905121]"
1644669102869344261,102069179,@Space_Lord_73 Zeker weten! Ik was een beetje vergeten hoe mooi het hier is.,1644642120462999553,4837659628,"[6.4004875, 52.0208987, 6.7606666, 52.1823685]","[5.3067086, 52.108447, 5.4843168, 52.2191943]"
1644664250772733952,56354097,@deRegt58 Ja ik zal het eerlijk toegeven als ik de winkel leeg heb gekocht 😆,1644598881945018369,2957702944,"[4.1903465, 52.0148713, 4.4224441, 52.1388646]","[4.3507565, 51.8966225, 4.4176188, 51.963469]"
1644664116437565440,1583554880,@MartensEveline @NicoleEnHumo @dweezzill @geenbarbara Oooh ik wil ook 🤗 https://t.co/Y9xnuVQ3E4,1644587146022473728,35272854,"[5.2121062, 50.8677279, 5.4145591, 50.9815265]","[24.5501404, 59.3518286, 24.9262886, 59.4981855]"
1644662744937897984,1489480079252115461,@ConnyJust @margotlantinga @chamwamba Ik overweeg er een te kopen voor onze kleindochter,1644652969328009223,1091604600,"[5.6399595, 52.8879773, 5.9377491, 53.0470014]","[4.6527659, 50.9791487, 4.7742526, 51.0267643]"
1644647087227772929,24856205,"@maikeltjeonline Het is minder prijzig, duurt helft vd reistijd en je hoeft niet te wachten: met 4 mensen vanaf mijn adres in de auto naar de binnenstad. 4 uur iets doen, via parkbee parkeren is even duur als met auto naar OV naar stad. Straks ook @NieuwWest betaald parkeren… ik weet het wel. 🫰",1644206850785591296,2311720344,"[4.7288999, 52.2782266, 5.0792072, 52.4312289]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1644646673405075456,1191689201743486976,@MetroRET @aarclay @berthollander Mocht ik mijn steentje nog kunnen bijdragen hoor ik het graag 🙋🏻‍♂️,1644316807929421824,1094514824,"[3.6121135, 51.5936267, 4.2025742, 51.7737598]","[6.3029862, 52.4656859, 6.7666907, 52.6740578]"
1644646075033174016,102069179,@tinnilis Maar ik ga niet naar de Graafschap vandaag,1644642120462999553,153858231,"[6.1110557, 51.9679769, 6.4757515, 52.1377713]","[4.9179639, 51.6515237, 5.1113905, 51.7231005]"
1644644025150914560,1242168546433646593,@PeterterHorst Ik denk dat Plasterk stiekem verliefd is op Lientje en verlegen haar rechtstreeks vragen,1644642863890694150,131115987,"[5.9207121, 50.7528204, 6.0278561, 50.8034315]","[5.3531134, 51.730886, 5.7111697, 51.8307739]"
1644637340638273536,472041827,"@ConnyJust Ik weet het zelf niet, we hebben een pin gekregen en dat is 't 🤭 ergens in de Champagne!",1644634605494972417,1091604600,"[4.4703525, 50.8261545, 4.5173532, 50.8616931]","[4.6527659, 50.9791487, 4.7742526, 51.0267643]"
1644611867883589632,339249088,@zeg_eens_aad Absurd…ik ga zondag naar de sauna…krijgt mijn kundalini genoeg rust…,1644570946781564931,96320096,"[3.5753643, 51.4679489, 3.7469545, 51.5352237]","[4.7288999, 52.2782266, 5.0792072, 52.4312289]"
1644602623083913216,43105880,@Pieterjanvl Ik heb gewoon gratis een exemplaar gezocht op 2e hands met een defectje dat ik wel dacht te kunnen fixen. Was goed voor mijne portemonnee en mijn ego. Voor die 10 pp per jaar ben ik content van deze (checkt ff) Epson 345. 😂,1644347729189953536,48287280,"[3.5797639, 50.9795312, 3.8493597, 51.1879607]","[4.774005, 50.9533704, 4.9369701, 51.0376519]"
1644602094295318530,183240772,"@CarlaBruggink Goedemorgen Carla, ik vond dit zo grappig. Vroeger had je vogeltjes die je kon opwinden en dan begonnen ze te fluiten🐦 https://t.co/Z2n5jvDBsS",1644597038024126464,329057543,"[6.0717703, 51.2775173, 6.2268848, 51.5078199]","[6.326517, 52.24227, 6.5538584, 52.3264345]"
1644601138463817728,224301369,"@TjardatenHave Hopelijk duurt de revalidatie niet te lang, mij rechtse knie heb ik langs binnenzijde geen kraakbeen meer, ik kan halve of hele prothese nemen maar stel zo lang mogelijk uit. Veel beterschap, hopelijk mag je vandaag naar huis 🙏",1644360494663323649,2510517301,"[4.6077302, 51.2191072, 4.7438867, 51.2940609]","[6.5483483, 53.1059566, 6.6948093, 53.1966245]"
1644598115180191745,955502986238877697,"@1974marjolein Ja, echt prachtig boek. Ik was zwaar onder de indruk van de keuzes en het doorzettingsvermogen van zijn ouders. Maar ook Indonesië is zo mooi beschreven! Zet hem maar bovenaan je lijst! In je kobo abonnement.",1478161987322499073,346758169,"[4.1903465, 52.0148713, 4.4224441, 52.1388646]","[4.9479152, 51.5294472, 5.1793323, 51.640588]"
1644588144564621312,4026341782,"@princemaurits @marketim_vdb @MJ14NUN @indonesiabert Bij Rammstein in de goffert was een biertje 5,50. Ga toch al een tijdje naar Festivals maar ik heb nog nooit zoveel mensen in de rij zien staan om de niet gebruikte bonnen in te leveren.",1644426418904875008,357114085,"[5.651498, 51.4842083, 5.8525607, 51.598181]","[4.4391012, 52.1188805, 4.5242856, 52.1846062]"
1644577771295760384,96320096,@ervandoorn Dus? Mijn vader is overleden en ik fileer kwakzalvers als eerbetoon aan hem,1644570946781564931,3720940583,"[4.7288999, 52.2782266, 5.0792072, 52.4312289]","[3.9418364, 51.8421131, 4.6013785, 52.0068016]"
